'freguesia','bairro','tipologia','renda','nrelementos'
'UF de Freguesias Lordelo do Ouro e Massarelos','Mouteira','2','[20 - 40[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Agr. Hab. da Pasteleira','3','[20 - 40[','1'
'Paranhos','Santa Luzia','2','[120 - 140[','2'
'Paranhos','Santa Luzia','2','[200 - 220[','2'
'Ramalde','Ramalde','4','[160 - 180[','1'
'Campanhã','Agr. Hab. do Falcão','3','[60 - 80[','4'
'UF de Freguesias Lordelo do Ouro e Massarelos','Agr. Hab. da Pasteleira','3','[20 - 40[','3'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','4',' < 20 ','3'
'UF de Aldoar, Foz do Douro e Nevogilde','Agr. Hab. Rainha D. Leonor','2','[240 - 260[','3'
'Paranhos','Regado','2','[60 - 80[','2'
'Paranhos','Vale Formoso','3','[140 - 160[','4'
'Ramalde','Ramalde','4','[100 - 120[','>= 6'
'Campanhã','Monte da Bela','2',' < 20 ','1'
'Campanhã','Agr. Hab. do Falcão','4','[140 - 160[','4'
'UF de Aldoar, Foz do Douro e Nevogilde','Aldoar','4','[60 - 80[','5'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','3','[20 - 40[','5'
'Paranhos','Santa Luzia','<= 1','[60 - 80[','1'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','2',' < 20 ','2'
'Ramalde','Ramalde','4','[40 - 60[','5'
'UF de Freguesias Lordelo do Ouro e Massarelos','Agr. Hab. da Pasteleira','3','[20 - 40[','3'
'UF de Freguesias Lordelo do Ouro e Massarelos','Mouteira','2','[40 - 60[','2'
'Paranhos','Santa Luzia','2','[60 - 80[','1'
'Paranhos','Santa Luzia','4','[160 - 180[','2'
'Ramalde','Ramalde','<= 1','[100 - 120[','1'
'Paranhos','Regado','4','[80 - 100[','2'
'Campanhã','Antas','2','[180 - 200[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Mouteira','3','[140 - 160[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','2','[60 - 80[','1'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','4','[80 - 100[','3'
'Paranhos','Regado','<= 1','[40 - 60[','1'
'Paranhos','Monte S. João','2','[140 - 160[','2'
'Campanhã','Antas','4','[220 - 240[','3'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','3','[80 - 100[','4'
'Ramalde','Central de Francos','4','[160 - 180[','3'
'Paranhos','Regado','4','[20 - 40[','1'
'UF de Freguesias Lordelo do Ouro e Massarelos','Mouteira','3','[120 - 140[','2'
'UF de Aldoar, Foz do Douro e Nevogilde','Agr. Hab. Rainha D. Leonor','3','[200 - 220[','2'
'Paranhos','Regado','2','[40 - 60[','1'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','3','[40 - 60[','3'
'Ramalde','Ramalde','3','[20 - 40[','1'
'Paranhos','Regado','2','[60 - 80[','1'
'Paranhos','Regado','<= 1','[60 - 80[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Agr. Hab. da Pasteleira','3','[40 - 60[','1'
'UF de Freguesias Lordelo do Ouro e Massarelos','Agr. Hab. da Pasteleira','3','[80 - 100[','4'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','3','[40 - 60[','1'
'UF de Freguesias Lordelo do Ouro e Massarelos','Mouteira','2','[80 - 100[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','2','[60 - 80[','2'
'Campanhã','Antas','3','[60 - 80[','3'
'Bonfim','Fontaínhas','3','[160 - 180[','4'
'UF de Freguesias Lordelo do Ouro e Massarelos','Mouteira','3',' < 20 ','2'
'Campanhã','Monte da Bela','3','[60 - 80[','3'
'UF de Freguesias Lordelo do Ouro e Massarelos','Agr. Hab. da Pasteleira','2','[160 - 180[','4'
'Ramalde','Ramalde','2','[80 - 100[','3'
'Paranhos','Santa Luzia','3','[140 - 160[','3'
'Ramalde','Ramalde','>= 5','[180 - 200[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','3','[80 - 100[','2'
'Paranhos','Santa Luzia','3','[240 - 260[','3'
'Paranhos','Santa Luzia','2','[200 - 220[','3'
'Campanhã','Antas','2','[200 - 220[','3'
'UF de Aldoar, Foz do Douro e Nevogilde','Agr. Hab. Rainha D. Leonor','3','[300 - 320[','2'
'Paranhos','Santa Luzia','3','[160 - 180[','4'
'Paranhos','Santa Luzia','2','[200 - 220[','2'
'Paranhos','Santa Luzia','3','[20 - 40[','1'
'Campanhã','Monte da Bela','3','[80 - 100[','3'
'Paranhos','Santa Luzia','3','[120 - 140[','3'
'UF de Freguesias Lordelo do Ouro e Massarelos','Lordelo','3','[80 - 100[','2'
'Paranhos','Regado','4','[80 - 100[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Lordelo','<= 1','[20 - 40[','1'
'UF de Aldoar, Foz do Douro e Nevogilde','Agr. Hab. Rainha D. Leonor','<= 1','[40 - 60[','1'
'Paranhos','Santa Luzia','3','[160 - 180[','4'
'Paranhos','Regado','4','[80 - 100[','>= 6'
'Campanhã','Agr. Hab. do Falcão','3','[200 - 220[','4'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','3','[80 - 100[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Agr. Hab. da Pasteleira','4','[20 - 40[','3'
'Campanhã','Monte da Bela','4','[80 - 100[','1'
'Paranhos','Vale Formoso','>= 5','[180 - 200[','5'
'Paranhos','Santa Luzia','3','[240 - 260[','3'
'Paranhos','Regado','4','[80 - 100[','2'
'Paranhos','Regado','2','[60 - 80[','2'
'Paranhos','Santa Luzia','4','[80 - 100[','2'
'UF Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória','Travessa de Salgueiros','<= 1','[80 - 100[','1'
'UF de Aldoar, Foz do Douro e Nevogilde','Agr. Hab. Rainha D. Leonor','<= 1','[20 - 40[','1'
'Paranhos','Outeiro','2','[60 - 80[','3'
'UF de Freguesias Lordelo do Ouro e Massarelos','Pasteleira','3','[40 - 60[','5'
'Campanhã','Cerco do Porto','4','[40 - 60[','5'
'Paranhos','Carvalhido','3','[80 - 100[','4'
'Campanhã','Cerco do Porto','4','[40 - 60[','3'
'Campanhã','S. Vicente de Paulo','3','[40 - 60[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Pasteleira','3','[40 - 60[','3'
'UF de Aldoar, Foz do Douro e Nevogilde','Fonte da Moura','3','[40 - 60[','1'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','2','[60 - 80[','1'
'UF de Aldoar, Foz do Douro e Nevogilde','Aldoar','4','[80 - 100[','4'
'Ramalde','Francos','2','[60 - 80[','1'
'Campanhã','Lagarteiro','2',' < 20 ','1'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','3','[20 - 40[','2'
'Ramalde','Campinas','3','[20 - 40[','1'
'Ramalde','Campinas','2','[40 - 60[','4'
'Ramalde','Campinas','<= 1','[40 - 60[','1'
'Ramalde','Viso','2','[20 - 40[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Casas Rainha D. Leonor','<= 1','[20 - 40[','1'
'Campanhã','Lagarteiro','3','[20 - 40[','2'
'Ramalde','Francos','2','[60 - 80[','1'
'UF de Freguesias Lordelo do Ouro e Massarelos','Agr. Hab. da Pasteleira','3','[100 - 120[','4'
'UF de Freguesias Lordelo do Ouro e Massarelos','Agr. Hab. da Pasteleira','3','[100 - 120[','3'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','2','[20 - 40[','1'
'Paranhos','Santa Luzia','2','[60 - 80[','2'
'Campanhã','Antas','2','[20 - 40[','1'
'Paranhos','Santa Luzia','2','[60 - 80[','2'
'Ramalde','Ramalde','3','[80 - 100[','2'
'Campanhã','Agr. Hab. do Falcão','<= 1','[20 - 40[','1'
'UF de Freguesias Lordelo do Ouro e Massarelos','Mouteira','<= 1','[40 - 60[','1'
'Campanhã','Antas','2','[180 - 200[','2'
'Campanhã','Agr. Hab. do Falcão','3','[60 - 80[','2'
'Paranhos','Regado','<= 1','[40 - 60[','1'
'UF de Aldoar, Foz do Douro e Nevogilde','Agr. Hab. Rainha D. Leonor','<= 1','[80 - 100[','2'
'Paranhos','Santa Luzia','3','[160 - 180[','3'
'UF de Freguesias Lordelo do Ouro e Massarelos','Agr. Hab. da Pasteleira','2','[200 - 220[','3'
'Paranhos','Regado','2','[60 - 80[','3'
'UF de Freguesias Lordelo do Ouro e Massarelos','Mouteira','2','[120 - 140[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','4','[60 - 80[','>= 6'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','4','[60 - 80[','2'
'Paranhos','Regado','2','[60 - 80[','2'
'Paranhos','Santa Luzia','3','[20 - 40[','1'
'UF de Freguesias Lordelo do Ouro e Massarelos','Agr. Hab. da Pasteleira','3','[40 - 60[','2'
'UF Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória','Travessa de Salgueiros','3','[80 - 100[','1'
'Paranhos','Santa Luzia','2','[200 - 220[','2'
'Ramalde','Francos','2','[20 - 40[','2'
'Paranhos','Regado','2','[40 - 60[','1'
'Campanhã','Antas','3','[140 - 160[','2'
'Paranhos','Regado','2','[60 - 80[','1'
'Paranhos','Regado','2','[60 - 80[','4'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','3','[80 - 100[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','3','[20 - 40[','1'
'Campanhã','Agr. Hab. do Falcão','2','[160 - 180[','2'
'Campanhã','Monte da Bela','4','[60 - 80[','4'
'UF de Freguesias Lordelo do Ouro e Massarelos','Mouteira','3','[40 - 60[','3'
'Paranhos','Vale Formoso','3','[140 - 160[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','3','[80 - 100[','5'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','4',' < 20 ','1'
'Paranhos','Regado','2',' < 20 ','2'
'UF de Aldoar, Foz do Douro e Nevogilde','Agr. Hab. Rainha D. Leonor','2','[40 - 60[','3'
'UF de Freguesias Lordelo do Ouro e Massarelos','Mouteira','3',' < 20 ','2'
'Paranhos','Santa Luzia','3','[160 - 180[','3'
'UF de Freguesias Lordelo do Ouro e Massarelos','Agr. Hab. da Pasteleira','3','[200 - 220[','>= 6'
'Paranhos','Regado','3','[80 - 100[','3'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','4','[80 - 100[','5'
'Ramalde','Ramalde','2','[100 - 120[','3'
'Paranhos','Santa Luzia','2','[200 - 220[','1'
'Campanhã','Monte da Bela','3','[80 - 100[','2'
'Paranhos','Santa Luzia','2','[20 - 40[','1'
'Ramalde','Ramalde','4',' < 20 ','2'
'Paranhos','Regado','2','[60 - 80[','2'
'Paranhos','Santa Luzia','3','[20 - 40[','2'
'Paranhos','Regado','2','[60 - 80[','4'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','4','[60 - 80[','>= 6'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','2','[40 - 60[','1'
'Paranhos','Santa Luzia','3','[40 - 60[','4'
'Paranhos','Santa Luzia','<= 1','[40 - 60[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Mouteira','3','[140 - 160[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Bessa Leite','3','[140 - 160[','3'
'Paranhos','Regado','2','[60 - 80[','1'
'Ramalde','Ramalde','4','[60 - 80[','4'
'Paranhos','Regado','2','[60 - 80[','2'
'Ramalde','Ramalde','3','[140 - 160[','3'
'Paranhos','Regado','2','[60 - 80[','2'
'Paranhos','Agra do Amial','3','[40 - 60[','2'
'Campanhã','Cerco do Porto','2','[40 - 60[','1'
'Paranhos','Regado','2','[60 - 80[','3'
'Paranhos','Outeiro','3','[80 - 100[','1'
'Ramalde','Pereiró','2','[20 - 40[','1'
'UF de Aldoar, Foz do Douro e Nevogilde','Aldoar','2','[60 - 80[','3'
'Paranhos','Bom Pastor','3','[40 - 60[','4'
'Campanhã','Lagarteiro','3','[20 - 40[','1'
'Paranhos','Santa Luzia','3','[160 - 180[','2'
'Ramalde','Choupos','2','[100 - 120[','1'
'Campanhã','Cerco do Porto','2','[20 - 40[','3'
'Paranhos','Santa Luzia','4','[100 - 120[','3'
'UF de Freguesias Lordelo do Ouro e Massarelos','Casas Rainha D. Leonor','<= 1','[40 - 60[','1'
'UF de Freguesias Lordelo do Ouro e Massarelos','Pasteleira','3','[40 - 60[','4'
'Ramalde','Francos','2','[20 - 40[','3'
'Campanhã','Antas','2',' < 20 ','2'
'Bonfim','Fernão de Magalhães','<= 1','[20 - 40[','1'
'Paranhos','Regado','<= 1','[20 - 40[','1'
'Campanhã','Eng. Machado Vaz','<= 1','[80 - 100[','1'
'Paranhos','Santa Luzia','4','[200 - 220[','2'
'Paranhos','Regado','4','[60 - 80[','1'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','2','[60 - 80[','3'
'UF Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória','Fontinha','2','[40 - 60[','2'
'Paranhos','Santa Luzia','3','[240 - 260[','3'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','3','[40 - 60[','2'
'Paranhos','Santa Luzia','4','[100 - 120[','1'
'Paranhos','Santa Luzia','2','[200 - 220[','3'
'Campanhã','Monte da Bela','3','[40 - 60[','3'
'Paranhos','Regado','2','[60 - 80[','2'
'Paranhos','Regado','2','[60 - 80[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Mouteira','3','[140 - 160[','2'
'Paranhos','Santa Luzia','3','[240 - 260[','2'
'Campanhã','Agr. Hab. do Falcão','3','[20 - 40[','1'
'Paranhos','Regado','2','[60 - 80[','4'
'Campanhã','Monte da Bela','3','[80 - 100[','4'
'Campanhã','Monte da Bela','4','[40 - 60[','1'
'UF de Aldoar, Foz do Douro e Nevogilde','Agr. Hab. Rainha D. Leonor','3','[320 - 340[','3'
'UF Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória','Fontinha','2','[60 - 80[','2'
'Ramalde','Ramalde','3','[140 - 160[','5'
'UF de Freguesias Lordelo do Ouro e Massarelos','Mouteira','3',' < 20 ','1'
'Paranhos','Santa Luzia','4','[280 - 300[','4'
'Paranhos','Santa Luzia','2','[200 - 220[','3'
'Campanhã','Monte da Bela','2','[60 - 80[','2'
'Paranhos','Santa Luzia','2','[200 - 220[','4'
'Paranhos','Regado','4','[80 - 100[','1'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','4','[80 - 100[','4'
'Paranhos','Regado','4','[80 - 100[','5'
'Paranhos','Santa Luzia','2','[200 - 220[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','3','[40 - 60[','4'
'UF de Freguesias Lordelo do Ouro e Massarelos','Agr. Hab. da Pasteleira','3','[20 - 40[','5'
'Paranhos','Santa Luzia','3','[160 - 180[','2'
'Paranhos','Regado','2','[40 - 60[','3'
'Paranhos','Santa Luzia','2','[200 - 220[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Mouteira','3','[140 - 160[','4'
'Paranhos','Santa Luzia','2','[140 - 160[','1'
'Campanhã','Antas','3','[40 - 60[','2'
'Campanhã','Antas','2','[200 - 220[','3'
'Paranhos','Santa Luzia','2','[120 - 140[','2'
'Paranhos','Santa Luzia','4','[280 - 300[','3'
'Paranhos','Regado','2','[40 - 60[','3'
'UF de Freguesias Lordelo do Ouro e Massarelos','Mouteira','4','[80 - 100[','2'
'Paranhos','Vale Formoso','3','[140 - 160[','>= 6'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','2','[60 - 80[','3'
'Paranhos','Regado','2',' < 20 ','2'
'Paranhos','Regado','<= 1',' < 20 ','1'
'UF Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória','Fontinha','3','[40 - 60[','1'
'Paranhos','Monte S. João','3','[180 - 200[','2'
'Ramalde','Ramalde','4','[160 - 180[','4'
'Paranhos','Regado','2','[60 - 80[','3'
'Paranhos','Santa Luzia','4','[160 - 180[','5'
'Campanhã','Antas','2','[60 - 80[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','3','[80 - 100[','2'
'Campanhã','Agr. Hab. do Falcão','2','[120 - 140[','4'
'Ramalde','Ramalde','4','[160 - 180[','2'
'Paranhos','Santa Luzia','2','[20 - 40[','3'
'Paranhos','Regado','2','[20 - 40[','1'
'Paranhos','Regado','2','[60 - 80[','2'
'Ramalde','Campinas','2','[60 - 80[','2'
'Paranhos','Santa Luzia','3','[60 - 80[','2'
'Bonfim','Duque de Saldanha','<= 1',' < 20 ','1'
'Campanhã','Monte da Bela','3','[20 - 40[','>= 6'
'Paranhos','Agra do Amial','3',' < 20 ','2'
'Paranhos','Regado','2','[60 - 80[','2'
'Campanhã','Lagarteiro','3','[80 - 100[','4'
'Ramalde','Francos','2','[60 - 80[','2'
'Bonfim','Duque de Saldanha','<= 1','[80 - 100[','1'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','3','[80 - 100[','3'
'UF Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória','Fontinha','2','[80 - 100[','3'
'Paranhos','Bom Pastor','<= 1','[20 - 40[','1'
'UF de Freguesias Lordelo do Ouro e Massarelos','Agr. Hab. da Pasteleira','3','[280 - 300[','5'
'Campanhã','Falcão','2','[60 - 80[','2'
'Paranhos','Carvalhido','2',' < 20 ','2'
'Paranhos','Carriçal','<= 1','[40 - 60[','1'
'Campanhã','Falcão','3','[80 - 100[','3'
'UF de Freguesias Lordelo do Ouro e Massarelos','Pasteleira','2','[20 - 40[','3'
'Ramalde','Campinas','2',' < 20 ','1'
'Paranhos','Santa Luzia','3','[100 - 120[','2'
'Ramalde','Viso','2','[20 - 40[','1'
'Paranhos','Carvalhido','3','[80 - 100[','3'
'Campanhã','Falcão','2',' < 20 ','1'
'Paranhos','Outeiro','<= 1',' < 20 ','1'
'Campanhã','Eng. Machado Vaz','2',' < 20 ','2'
'UF Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória','Fontinha','2','[20 - 40[','1'
'Paranhos','Carvalhido','3','[60 - 80[','4'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','2','[60 - 80[','4'
'Paranhos','Santa Luzia','2','[200 - 220[','1'
'UF de Freguesias Lordelo do Ouro e Massarelos','Mouteira','2','[40 - 60[','1'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','3','[40 - 60[','4'
'Campanhã','Monte da Bela','3','[80 - 100[','2'
'Ramalde','Central de Francos','3','[140 - 160[','3'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','3','[40 - 60[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','3','[80 - 100[','2'
'Paranhos','Santa Luzia','4','[100 - 120[','2'
'Paranhos','Regado','2','[60 - 80[','2'
'Paranhos','Regado','<= 1','[20 - 40[','2'
'Campanhã','Antas','3','[160 - 180[','1'
'Paranhos','Regado','<= 1','[20 - 40[','1'
'Campanhã','Agr. Hab. do Falcão','3','[60 - 80[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Mouteira','3','[80 - 100[','1'
'Ramalde','Ramalde','2','[60 - 80[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','2','[40 - 60[','2'
'Paranhos','Santa Luzia','3','[220 - 240[','2'
'Campanhã','Cerco do Porto','<= 1','[20 - 40[','1'
'Campanhã','Monte da Bela','2','[60 - 80[','3'
'Paranhos','Regado','4','[60 - 80[','2'
'Paranhos','Regado','3',' < 20 ','3'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','3','[80 - 100[','3'
'UF de Freguesias Lordelo do Ouro e Massarelos','Agr. Hab. da Pasteleira','3','[180 - 200[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','3',' < 20 ','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Mouteira','3','[140 - 160[','2'
'Campanhã','Agr. Hab. do Falcão','2','[100 - 120[','2'
'Paranhos','Regado','4','[60 - 80[','3'
'Ramalde','Ramalde','4','[160 - 180[','3'
'Campanhã','Antas','3','[140 - 160[','3'
'Paranhos','Regado','3','[40 - 60[','1'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','<= 1','[40 - 60[','1'
'Campanhã','Antas','2','[40 - 60[','1'
'Campanhã','Antas','2','[60 - 80[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','3','[80 - 100[','2'
'Paranhos','Santa Luzia','4','[180 - 200[','2'
'Ramalde','Ramalde','2',' < 20 ','1'
'Ramalde','Francos','3',' < 20 ','1'
'UF de Freguesias Lordelo do Ouro e Massarelos','Parceria Antunes','3','[220 - 240[','3'
'Paranhos','Santa Luzia','3','[60 - 80[','2'
'Ramalde','Choupos','2','[60 - 80[','1'
'Paranhos','Regado','<= 1','[20 - 40[','1'
'Paranhos','Santa Luzia','3','[20 - 40[','2'
'Ramalde','Choupos','3','[20 - 40[','2'
'Paranhos','Santa Luzia','3','[240 - 260[','3'
'Campanhã','Antas','3','[80 - 100[','3'
'Paranhos','Regado','2',' < 20 ','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Agr. Hab. da Pasteleira','3','[240 - 260[','4'
'UF de Freguesias Lordelo do Ouro e Massarelos','Mouteira','2','[40 - 60[','3'
'Campanhã','S. João de Deus','2','[180 - 200[','4'
'Paranhos','Santa Luzia','<= 1','[20 - 40[','2'
'Ramalde','Ramalde','3','[100 - 120[','2'
'Campanhã','Agr. Hab. do Falcão','2','[160 - 180[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Mouteira','3','[20 - 40[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','3',' < 20 ','2'
'Paranhos','Regado','4',' < 20 ','4'
'UF de Freguesias Lordelo do Ouro e Massarelos','Agr. Hab. da Pasteleira','3','[20 - 40[','2'
'Paranhos','Santa Luzia','3','[180 - 200[','3'
'Campanhã','Cerco do Porto','3','[40 - 60[','4'
'UF Cedofeita, Santo Ildefonso, Sé, Miragaia, São Nicolau e Vitória','Travessa de Salgueiros','2','[240 - 260[','1'
'UF de Freguesias Lordelo do Ouro e Massarelos','Agr. Hab. da Pasteleira','3','[60 - 80[','2'
'Ramalde','Pereiró','2','[160 - 180[','3'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','2',' < 20 ','1'
'Paranhos','Regado','3',' < 20 ','1'
'Bonfim','Duque de Saldanha','2',' < 20 ','2'
'Ramalde','Campinas','3',' < 20 ','4'
'UF de Aldoar, Foz do Douro e Nevogilde','Aldoar','2',' < 20 ','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Pasteleira','<= 1','[20 - 40[','2'
'Paranhos','Santa Luzia','2','[20 - 40[','1'
'UF de Freguesias Lordelo do Ouro e Massarelos','Lordelo','3','[80 - 100[','5'
'Paranhos','Santa Luzia','2','[200 - 220[','1'
'Paranhos','Santa Luzia','2','[200 - 220[','2'
'Campanhã','Antas','2','[20 - 40[','1'
'Campanhã','Contumil','3','[80 - 100[','2'
'UF de Freguesias Lordelo do Ouro e Massarelos','Mouteira','2','[120 - 140[','2'
'Campanhã','Monte da Bela','2','[60 - 80[','3'
'UF de Freguesias Lordelo do Ouro e Massarelos','Dr. Nuno Pinheiro Torres','2','[60 - 80[','3'
'Paranhos','Santa Luzia','<= 1','[20 - 40[','1'
'Ramalde','Ramalde','4',' < 20 ','3'
'Paranhos','Santa Luzia','2','[20 - 40[','2'
'Campanhã','Antas','3','[220 - 240[','3'
